name	symbol	marketcap	price	change	high52	low52	volume	volumeavg	Start of Year
Aya Gold & Silver Inc.	AYA	"=GoogleFinance(""TSE:AYA"",""marketcap"")"	"=GoogleFinance(""TSE:AYA"",""price"")"	"=GoogleFinance(""TSE:AYA"",""change"")"	"=GoogleFinance(""TSE:AYA"",""high52"")"	"=GoogleFinance(""TSE:AYA"",""low52"")"	"=GoogleFinance(""TSE:AYA"",""volume"")"	"=GoogleFinance(""TSE:AYA"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:AYA"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Azarga Uranium Corp.	AZZ	"=GoogleFinance(""TSE:AZZ"",""marketcap"")"	"=GoogleFinance(""TSE:AZZ"",""price"")"	"=GoogleFinance(""TSE:AZZ"",""change"")"	"=GoogleFinance(""TSE:AZZ"",""high52"")"	"=GoogleFinance(""TSE:AZZ"",""low52"")"	"=GoogleFinance(""TSE:AZZ"",""volume"")"	"=GoogleFinance(""TSE:AZZ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:AZZ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
B2Gold Corp.	BTO	"=GoogleFinance(""TSE:BTO"",""marketcap"")"	"=GoogleFinance(""TSE:BTO"",""price"")"	"=GoogleFinance(""TSE:BTO"",""change"")"	"=GoogleFinance(""TSE:BTO"",""high52"")"	"=GoogleFinance(""TSE:BTO"",""low52"")"	"=GoogleFinance(""TSE:BTO"",""volume"")"	"=GoogleFinance(""TSE:BTO"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BTO"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Badger Daylighting Ltd.	BAD	"=GoogleFinance(""TSE:BAD"",""marketcap"")"	"=GoogleFinance(""TSE:BAD"",""price"")"	"=GoogleFinance(""TSE:BAD"",""change"")"	"=GoogleFinance(""TSE:BAD"",""high52"")"	"=GoogleFinance(""TSE:BAD"",""low52"")"	"=GoogleFinance(""TSE:BAD"",""volume"")"	"=GoogleFinance(""TSE:BAD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BAD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Ballard Power Systems Inc.	BLDP	"=GoogleFinance(""TSE:BLDP"",""marketcap"")"	"=GoogleFinance(""TSE:BLDP"",""price"")"	"=GoogleFinance(""TSE:BLDP"",""change"")"	"=GoogleFinance(""TSE:BLDP"",""high52"")"	"=GoogleFinance(""TSE:BLDP"",""low52"")"	"=GoogleFinance(""TSE:BLDP"",""volume"")"	"=GoogleFinance(""TSE:BLDP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BLDP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Bank of Montreal	BMO	"=GoogleFinance(""TSE:BMO"",""marketcap"")"	"=GoogleFinance(""TSE:BMO"",""price"")"	"=GoogleFinance(""TSE:BMO"",""change"")"	"=GoogleFinance(""TSE:BMO"",""high52"")"	"=GoogleFinance(""TSE:BMO"",""low52"")"	"=GoogleFinance(""TSE:BMO"",""volume"")"	"=GoogleFinance(""TSE:BMO"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BMO"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Bank of Nova Scotia (The)	BNS	"=GoogleFinance(""TSE:BNS"",""marketcap"")"	"=GoogleFinance(""TSE:BNS"",""price"")"	"=GoogleFinance(""TSE:BNS"",""change"")"	"=GoogleFinance(""TSE:BNS"",""high52"")"	"=GoogleFinance(""TSE:BNS"",""low52"")"	"=GoogleFinance(""TSE:BNS"",""volume"")"	"=GoogleFinance(""TSE:BNS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BNS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Bausch Health Companies Inc.	BHC	"=GoogleFinance(""TSE:BHC"",""marketcap"")"	"=GoogleFinance(""TSE:BHC"",""price"")"	"=GoogleFinance(""TSE:BHC"",""change"")"	"=GoogleFinance(""TSE:BHC"",""high52"")"	"=GoogleFinance(""TSE:BHC"",""low52"")"	"=GoogleFinance(""TSE:BHC"",""volume"")"	"=GoogleFinance(""TSE:BHC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BHC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Baylin Technologies Inc.	BYL	"=GoogleFinance(""TSE:BYL"",""marketcap"")"	"=GoogleFinance(""TSE:BYL"",""price"")"	"=GoogleFinance(""TSE:BYL"",""change"")"	"=GoogleFinance(""TSE:BYL"",""high52"")"	"=GoogleFinance(""TSE:BYL"",""low52"")"	"=GoogleFinance(""TSE:BYL"",""volume"")"	"=GoogleFinance(""TSE:BYL"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BYL"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Baytex Energy Corp.	BTE	"=GoogleFinance(""TSE:BTE"",""marketcap"")"	"=GoogleFinance(""TSE:BTE"",""price"")"	"=GoogleFinance(""TSE:BTE"",""change"")"	"=GoogleFinance(""TSE:BTE"",""high52"")"	"=GoogleFinance(""TSE:BTE"",""low52"")"	"=GoogleFinance(""TSE:BTE"",""volume"")"	"=GoogleFinance(""TSE:BTE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BTE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BBTV Holdings Inc.	BBTV	"=GoogleFinance(""TSE:BBTV"",""marketcap"")"	"=GoogleFinance(""TSE:BBTV"",""price"")"	"=GoogleFinance(""TSE:BBTV"",""change"")"	"=GoogleFinance(""TSE:BBTV"",""high52"")"	"=GoogleFinance(""TSE:BBTV"",""low52"")"	"=GoogleFinance(""TSE:BBTV"",""volume"")"	"=GoogleFinance(""TSE:BBTV"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BBTV"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BCE Inc.	BCE	"=GoogleFinance(""TSE:BCE"",""marketcap"")"	"=GoogleFinance(""TSE:BCE"",""price"")"	"=GoogleFinance(""TSE:BCE"",""change"")"	"=GoogleFinance(""TSE:BCE"",""high52"")"	"=GoogleFinance(""TSE:BCE"",""low52"")"	"=GoogleFinance(""TSE:BCE"",""volume"")"	"=GoogleFinance(""TSE:BCE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BCE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BELLUS Health Inc.	BLU	"=GoogleFinance(""TSE:BLU"",""marketcap"")"	"=GoogleFinance(""TSE:BLU"",""price"")"	"=GoogleFinance(""TSE:BLU"",""change"")"	"=GoogleFinance(""TSE:BLU"",""high52"")"	"=GoogleFinance(""TSE:BLU"",""low52"")"	"=GoogleFinance(""TSE:BLU"",""volume"")"	"=GoogleFinance(""TSE:BLU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BLU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Belo Sun Mining Corp.	BSX	"=GoogleFinance(""TSE:BSX"",""marketcap"")"	"=GoogleFinance(""TSE:BSX"",""price"")"	"=GoogleFinance(""TSE:BSX"",""change"")"	"=GoogleFinance(""TSE:BSX"",""high52"")"	"=GoogleFinance(""TSE:BSX"",""low52"")"	"=GoogleFinance(""TSE:BSX"",""volume"")"	"=GoogleFinance(""TSE:BSX"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BSX"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Bengal Energy Ltd.	BNG	"=GoogleFinance(""TSE:BNG"",""marketcap"")"	"=GoogleFinance(""TSE:BNG"",""price"")"	"=GoogleFinance(""TSE:BNG"",""change"")"	"=GoogleFinance(""TSE:BNG"",""high52"")"	"=GoogleFinance(""TSE:BNG"",""low52"")"	"=GoogleFinance(""TSE:BNG"",""volume"")"	"=GoogleFinance(""TSE:BNG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BNG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BetaPro NASDAQ-100 -2x Daily Bear ETF	HQD	"=GoogleFinance(""TSE:HQD"",""marketcap"")"	"=GoogleFinance(""TSE:HQD"",""price"")"	"=GoogleFinance(""TSE:HQD"",""change"")"	"=GoogleFinance(""TSE:HQD"",""high52"")"	"=GoogleFinance(""TSE:HQD"",""low52"")"	"=GoogleFinance(""TSE:HQD"",""volume"")"	"=GoogleFinance(""TSE:HQD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HQD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Big Banc Split Corp.	BNK	"=GoogleFinance(""TSE:BNK"",""marketcap"")"	"=GoogleFinance(""TSE:BNK"",""price"")"	"=GoogleFinance(""TSE:BNK"",""change"")"	"=GoogleFinance(""TSE:BNK"",""high52"")"	"=GoogleFinance(""TSE:BNK"",""low52"")"	"=GoogleFinance(""TSE:BNK"",""volume"")"	"=GoogleFinance(""TSE:BNK"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BNK"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Big Pharma Split Corp.	PRM	"=GoogleFinance(""TSE:PRM"",""marketcap"")"	"=GoogleFinance(""TSE:PRM"",""price"")"	"=GoogleFinance(""TSE:PRM"",""change"")"	"=GoogleFinance(""TSE:PRM"",""high52"")"	"=GoogleFinance(""TSE:PRM"",""low52"")"	"=GoogleFinance(""TSE:PRM"",""volume"")"	"=GoogleFinance(""TSE:PRM"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:PRM"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Big Rock Brewery Inc.	BR	"=GoogleFinance(""TSE:BR"",""marketcap"")"	"=GoogleFinance(""TSE:BR"",""price"")"	"=GoogleFinance(""TSE:BR"",""change"")"	"=GoogleFinance(""TSE:BR"",""high52"")"	"=GoogleFinance(""TSE:BR"",""low52"")"	"=GoogleFinance(""TSE:BR"",""volume"")"	"=GoogleFinance(""TSE:BR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Birchcliff Energy Ltd.	BIR	"=GoogleFinance(""TSE:BIR"",""marketcap"")"	"=GoogleFinance(""TSE:BIR"",""price"")"	"=GoogleFinance(""TSE:BIR"",""change"")"	"=GoogleFinance(""TSE:BIR"",""high52"")"	"=GoogleFinance(""TSE:BIR"",""low52"")"	"=GoogleFinance(""TSE:BIR"",""volume"")"	"=GoogleFinance(""TSE:BIR"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BIR"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Bird Construction Inc.	BDT	"=GoogleFinance(""TSE:BDT"",""marketcap"")"	"=GoogleFinance(""TSE:BDT"",""price"")"	"=GoogleFinance(""TSE:BDT"",""change"")"	"=GoogleFinance(""TSE:BDT"",""high52"")"	"=GoogleFinance(""TSE:BDT"",""low52"")"	"=GoogleFinance(""TSE:BDT"",""volume"")"	"=GoogleFinance(""TSE:BDT"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BDT"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Bitcoin Fund, The	QBTC	"=GoogleFinance(""TSE:QBTC"",""marketcap"")"	"=GoogleFinance(""TSE:QBTC"",""price"")"	"=GoogleFinance(""TSE:QBTC"",""change"")"	"=GoogleFinance(""TSE:QBTC"",""high52"")"	"=GoogleFinance(""TSE:QBTC"",""low52"")"	"=GoogleFinance(""TSE:QBTC"",""volume"")"	"=GoogleFinance(""TSE:QBTC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:QBTC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Black Iron Inc.	BKI	"=GoogleFinance(""TSE:BKI"",""marketcap"")"	"=GoogleFinance(""TSE:BKI"",""price"")"	"=GoogleFinance(""TSE:BKI"",""change"")"	"=GoogleFinance(""TSE:BKI"",""high52"")"	"=GoogleFinance(""TSE:BKI"",""low52"")"	"=GoogleFinance(""TSE:BKI"",""volume"")"	"=GoogleFinance(""TSE:BKI"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BKI"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO Low Volatility US Equity ETF	ZLU	"=GoogleFinance(""TSE:ZLU"",""marketcap"")"	"=GoogleFinance(""TSE:ZLU"",""price"")"	"=GoogleFinance(""TSE:ZLU"",""change"")"	"=GoogleFinance(""TSE:ZLU"",""high52"")"	"=GoogleFinance(""TSE:ZLU"",""low52"")"	"=GoogleFinance(""TSE:ZLU"",""volume"")"	"=GoogleFinance(""TSE:ZLU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZLU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO Mid-Term US IG Corporate Bond Index ETF	ZIC	"=GoogleFinance(""TSE:ZIC"",""marketcap"")"	"=GoogleFinance(""TSE:ZIC"",""price"")"	"=GoogleFinance(""TSE:ZIC"",""change"")"	"=GoogleFinance(""TSE:ZIC"",""high52"")"	"=GoogleFinance(""TSE:ZIC"",""low52"")"	"=GoogleFinance(""TSE:ZIC"",""volume"")"	"=GoogleFinance(""TSE:ZIC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZIC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO MSCI USA High Quality Index ETF	ZUQ	"=GoogleFinance(""TSE:ZUQ"",""marketcap"")"	"=GoogleFinance(""TSE:ZUQ"",""price"")"	"=GoogleFinance(""TSE:ZUQ"",""change"")"	"=GoogleFinance(""TSE:ZUQ"",""high52"")"	"=GoogleFinance(""TSE:ZUQ"",""low52"")"	"=GoogleFinance(""TSE:ZUQ"",""volume"")"	"=GoogleFinance(""TSE:ZUQ"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZUQ"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO Premium Yield ETF	ZPAY	"=GoogleFinance(""TSE:ZPAY"",""marketcap"")"	"=GoogleFinance(""TSE:ZPAY"",""price"")"	"=GoogleFinance(""TSE:ZPAY"",""change"")"	"=GoogleFinance(""TSE:ZPAY"",""high52"")"	"=GoogleFinance(""TSE:ZPAY"",""low52"")"	"=GoogleFinance(""TSE:ZPAY"",""volume"")"	"=GoogleFinance(""TSE:ZPAY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZPAY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO S&P 500 Index ETF	ZSP	"=GoogleFinance(""TSE:ZSP"",""marketcap"")"	"=GoogleFinance(""TSE:ZSP"",""price"")"	"=GoogleFinance(""TSE:ZSP"",""change"")"	"=GoogleFinance(""TSE:ZSP"",""high52"")"	"=GoogleFinance(""TSE:ZSP"",""low52"")"	"=GoogleFinance(""TSE:ZSP"",""volume"")"	"=GoogleFinance(""TSE:ZSP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZSP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO S&P US Mid Cap Index ETF	ZMID	"=GoogleFinance(""TSE:ZMID"",""marketcap"")"	"=GoogleFinance(""TSE:ZMID"",""price"")"	"=GoogleFinance(""TSE:ZMID"",""change"")"	"=GoogleFinance(""TSE:ZMID"",""high52"")"	"=GoogleFinance(""TSE:ZMID"",""low52"")"	"=GoogleFinance(""TSE:ZMID"",""volume"")"	"=GoogleFinance(""TSE:ZMID"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZMID"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO S&P US Small Cap Index ETF	ZSML	"=GoogleFinance(""TSE:ZSML"",""marketcap"")"	"=GoogleFinance(""TSE:ZSML"",""price"")"	"=GoogleFinance(""TSE:ZSML"",""change"")"	"=GoogleFinance(""TSE:ZSML"",""high52"")"	"=GoogleFinance(""TSE:ZSML"",""low52"")"	"=GoogleFinance(""TSE:ZSML"",""volume"")"	"=GoogleFinance(""TSE:ZSML"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZSML"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO Short Corporate Bond Index ETF	ZCS	"=GoogleFinance(""TSE:ZCS"",""marketcap"")"	"=GoogleFinance(""TSE:ZCS"",""price"")"	"=GoogleFinance(""TSE:ZCS"",""change"")"	"=GoogleFinance(""TSE:ZCS"",""high52"")"	"=GoogleFinance(""TSE:ZCS"",""low52"")"	"=GoogleFinance(""TSE:ZCS"",""volume"")"	"=GoogleFinance(""TSE:ZCS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZCS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO Short Federal Bond Index ETF	ZFS	"=GoogleFinance(""TSE:ZFS"",""marketcap"")"	"=GoogleFinance(""TSE:ZFS"",""price"")"	"=GoogleFinance(""TSE:ZFS"",""change"")"	"=GoogleFinance(""TSE:ZFS"",""high52"")"	"=GoogleFinance(""TSE:ZFS"",""low52"")"	"=GoogleFinance(""TSE:ZFS"",""volume"")"	"=GoogleFinance(""TSE:ZFS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZFS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO Short Provincial Bond Index ETF	ZPS	"=GoogleFinance(""TSE:ZPS"",""marketcap"")"	"=GoogleFinance(""TSE:ZPS"",""price"")"	"=GoogleFinance(""TSE:ZPS"",""change"")"	"=GoogleFinance(""TSE:ZPS"",""high52"")"	"=GoogleFinance(""TSE:ZPS"",""low52"")"	"=GoogleFinance(""TSE:ZPS"",""volume"")"	"=GoogleFinance(""TSE:ZPS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZPS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO Ultra Short-Term Bond ETF	ZST	"=GoogleFinance(""TSE:ZST"",""marketcap"")"	"=GoogleFinance(""TSE:ZST"",""price"")"	"=GoogleFinance(""TSE:ZST"",""change"")"	"=GoogleFinance(""TSE:ZST"",""high52"")"	"=GoogleFinance(""TSE:ZST"",""low52"")"	"=GoogleFinance(""TSE:ZST"",""volume"")"	"=GoogleFinance(""TSE:ZST"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZST"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO US Dividend ETF	ZDY	"=GoogleFinance(""TSE:ZDY"",""marketcap"")"	"=GoogleFinance(""TSE:ZDY"",""price"")"	"=GoogleFinance(""TSE:ZDY"",""change"")"	"=GoogleFinance(""TSE:ZDY"",""high52"")"	"=GoogleFinance(""TSE:ZDY"",""low52"")"	"=GoogleFinance(""TSE:ZDY"",""volume"")"	"=GoogleFinance(""TSE:ZDY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZDY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO US High Dividend Covered Call ETF	ZWH	"=GoogleFinance(""TSE:ZWH"",""marketcap"")"	"=GoogleFinance(""TSE:ZWH"",""price"")"	"=GoogleFinance(""TSE:ZWH"",""change"")"	"=GoogleFinance(""TSE:ZWH"",""high52"")"	"=GoogleFinance(""TSE:ZWH"",""low52"")"	"=GoogleFinance(""TSE:ZWH"",""volume"")"	"=GoogleFinance(""TSE:ZWH"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZWH"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO US Preferred Share Index ETF	ZUP	"=GoogleFinance(""TSE:ZUP"",""marketcap"")"	"=GoogleFinance(""TSE:ZUP"",""price"")"	"=GoogleFinance(""TSE:ZUP"",""change"")"	"=GoogleFinance(""TSE:ZUP"",""high52"")"	"=GoogleFinance(""TSE:ZUP"",""low52"")"	"=GoogleFinance(""TSE:ZUP"",""volume"")"	"=GoogleFinance(""TSE:ZUP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZUP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMO US Put Write ETF	ZPW	"=GoogleFinance(""TSE:ZPW"",""marketcap"")"	"=GoogleFinance(""TSE:ZPW"",""price"")"	"=GoogleFinance(""TSE:ZPW"",""change"")"	"=GoogleFinance(""TSE:ZPW"",""high52"")"	"=GoogleFinance(""TSE:ZPW"",""low52"")"	"=GoogleFinance(""TSE:ZPW"",""volume"")"	"=GoogleFinance(""TSE:ZPW"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:ZPW"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
BMTC Group Inc.	GBT	"=GoogleFinance(""TSE:GBT"",""marketcap"")"	"=GoogleFinance(""TSE:GBT"",""price"")"	"=GoogleFinance(""TSE:GBT"",""change"")"	"=GoogleFinance(""TSE:GBT"",""high52"")"	"=GoogleFinance(""TSE:GBT"",""low52"")"	"=GoogleFinance(""TSE:GBT"",""volume"")"	"=GoogleFinance(""TSE:GBT"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:GBT"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Bonterra Energy Corp.	BNE	"=GoogleFinance(""TSE:BNE"",""marketcap"")"	"=GoogleFinance(""TSE:BNE"",""price"")"	"=GoogleFinance(""TSE:BNE"",""change"")"	"=GoogleFinance(""TSE:BNE"",""high52"")"	"=GoogleFinance(""TSE:BNE"",""low52"")"	"=GoogleFinance(""TSE:BNE"",""volume"")"	"=GoogleFinance(""TSE:BNE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BNE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Boralex Inc.	BLX	"=GoogleFinance(""TSE:BLX"",""marketcap"")"	"=GoogleFinance(""TSE:BLX"",""price"")"	"=GoogleFinance(""TSE:BLX"",""change"")"	"=GoogleFinance(""TSE:BLX"",""high52"")"	"=GoogleFinance(""TSE:BLX"",""low52"")"	"=GoogleFinance(""TSE:BLX"",""volume"")"	"=GoogleFinance(""TSE:BLX"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BLX"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Boyd Group Services Inc.	BYD	"=GoogleFinance(""TSE:BYD"",""marketcap"")"	"=GoogleFinance(""TSE:BYD"",""price"")"	"=GoogleFinance(""TSE:BYD"",""change"")"	"=GoogleFinance(""TSE:BYD"",""high52"")"	"=GoogleFinance(""TSE:BYD"",""low52"")"	"=GoogleFinance(""TSE:BYD"",""volume"")"	"=GoogleFinance(""TSE:BYD"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BYD"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Bri-Chem Corp.	BRY	"=GoogleFinance(""TSE:BRY"",""marketcap"")"	"=GoogleFinance(""TSE:BRY"",""price"")"	"=GoogleFinance(""TSE:BRY"",""change"")"	"=GoogleFinance(""TSE:BRY"",""high52"")"	"=GoogleFinance(""TSE:BRY"",""low52"")"	"=GoogleFinance(""TSE:BRY"",""volume"")"	"=GoogleFinance(""TSE:BRY"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BRY"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Bridgemarq Real Estate Services Inc.	BRE	"=GoogleFinance(""TSE:BRE"",""marketcap"")"	"=GoogleFinance(""TSE:BRE"",""price"")"	"=GoogleFinance(""TSE:BRE"",""change"")"	"=GoogleFinance(""TSE:BRE"",""high52"")"	"=GoogleFinance(""TSE:BRE"",""low52"")"	"=GoogleFinance(""TSE:BRE"",""volume"")"	"=GoogleFinance(""TSE:BRE"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BRE"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Bristol Gate Concentrated US Equity ETF	BGU	"=GoogleFinance(""TSE:BGU"",""marketcap"")"	"=GoogleFinance(""TSE:BGU"",""price"")"	"=GoogleFinance(""TSE:BGU"",""change"")"	"=GoogleFinance(""TSE:BGU"",""high52"")"	"=GoogleFinance(""TSE:BGU"",""low52"")"	"=GoogleFinance(""TSE:BGU"",""volume"")"	"=GoogleFinance(""TSE:BGU"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BGU"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Brompton Flaherty & Crumrine Investment Grade Preferred ETF	BPRF	"=GoogleFinance(""TSE:BPRF"",""marketcap"")"	"=GoogleFinance(""TSE:BPRF"",""price"")"	"=GoogleFinance(""TSE:BPRF"",""change"")"	"=GoogleFinance(""TSE:BPRF"",""high52"")"	"=GoogleFinance(""TSE:BPRF"",""low52"")"	"=GoogleFinance(""TSE:BPRF"",""volume"")"	"=GoogleFinance(""TSE:BPRF"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BPRF"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Brompton Global Healthcare Income & Growth ETF	HIG	"=GoogleFinance(""TSE:HIG"",""marketcap"")"	"=GoogleFinance(""TSE:HIG"",""price"")"	"=GoogleFinance(""TSE:HIG"",""change"")"	"=GoogleFinance(""TSE:HIG"",""high52"")"	"=GoogleFinance(""TSE:HIG"",""low52"")"	"=GoogleFinance(""TSE:HIG"",""volume"")"	"=GoogleFinance(""TSE:HIG"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:HIG"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Brompton Lifeco Split Corp.	LCS	"=GoogleFinance(""TSE:LCS"",""marketcap"")"	"=GoogleFinance(""TSE:LCS"",""price"")"	"=GoogleFinance(""TSE:LCS"",""change"")"	"=GoogleFinance(""TSE:LCS"",""high52"")"	"=GoogleFinance(""TSE:LCS"",""low52"")"	"=GoogleFinance(""TSE:LCS"",""volume"")"	"=GoogleFinance(""TSE:LCS"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:LCS"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Brompton North American Financials Dividend ETF	BFIN	"=GoogleFinance(""TSE:BFIN"",""marketcap"")"	"=GoogleFinance(""TSE:BFIN"",""price"")"	"=GoogleFinance(""TSE:BFIN"",""change"")"	"=GoogleFinance(""TSE:BFIN"",""high52"")"	"=GoogleFinance(""TSE:BFIN"",""low52"")"	"=GoogleFinance(""TSE:BFIN"",""volume"")"	"=GoogleFinance(""TSE:BFIN"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:BFIN"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Brompton Oil Split Corp.	OSP	"=GoogleFinance(""TSE:OSP"",""marketcap"")"	"=GoogleFinance(""TSE:OSP"",""price"")"	"=GoogleFinance(""TSE:OSP"",""change"")"	"=GoogleFinance(""TSE:OSP"",""high52"")"	"=GoogleFinance(""TSE:OSP"",""low52"")"	"=GoogleFinance(""TSE:OSP"",""volume"")"	"=GoogleFinance(""TSE:OSP"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:OSP"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
Brompton Split Banc Corp.	SBC	"=GoogleFinance(""TSE:SBC"",""marketcap"")"	"=GoogleFinance(""TSE:SBC"",""price"")"	"=GoogleFinance(""TSE:SBC"",""change"")"	"=GoogleFinance(""TSE:SBC"",""high52"")"	"=GoogleFinance(""TSE:SBC"",""low52"")"	"=GoogleFinance(""TSE:SBC"",""volume"")"	"=GoogleFinance(""TSE:SBC"",""volumeavg"")"	"=INDEX(GoogleFinance(""TSE:SBC"",""PRICE"", DATE(2020,1,2), ""1""),2,2)"
